date,time,product_name,category,price,quantity,total,region,sales_type,payment_method,customer_type,discount,profit
21-02-2026,19:24:45,Burger,Food,170,5,814,Hyderabad,Offline,UPI,New,36,241
21-02-2026,20:47:43,Pasta,Food,455,4,1471,Hyderabad,Offline,UPI,Returning,349,528
21-02-2026,13:36:26,Belt,Accessories,1476,3,3821,Delhi,Offline,Cash,Returning,607,1489
22-02-2026,19:32:30,Shirt,Fashion,4044,4,13534,Mumbai,Offline,Card,Returning,2642,4602
22-02-2026,13:08:50,Sneakers,Fashion,4452,4,15327,Pune,Online,UPI,New,2481,5920
22-02-2026,14:08:32,Keyboard,Electronics,16785,5,71993,Hyderabad,Online,Cash,New,11932,15822
22-02-2026,21:26:02,Flour,Grocery,760,4,2977,Delhi,Online,Card,Returning,63,855
22-02-2026,20:59:57,Wallet,Accessories,1740,1,1729,Bangalore,Offline,Card,New,11,681
22-02-2026,14:55:27,Biryani,Food,383,5,1659,Delhi,Offline,UPI,Returning,256,430
22-02-2026,18:58:53,Laptop,Electronics,42489,2,72155,Delhi,Offline,Card,New,12823,15286
22-02-2026,20:53:53,Jacket,Fashion,766,1,660,Bangalore,Offline,Cash,Returning,106,191
22-02-2026,14:23:29,Jeans,Fashion,3252,4,11622,Bangalore,Offline,Card,New,1386,4019
22-02-2026,19:29:52,Sneakers,Fashion,2161,5,8780,Mumbai,Online,Cash,New,2025,2012
22-02-2026,21:18:11,Backpack,Accessories,2152,1,1767,Bangalore,Offline,UPI,New,385,367
22-02-2026,14:07:50,Vegetables,Grocery,938,5,4311,Hyderabad,Online,UPI,Returning,379,1116
22-02-2026,21:00:58,Sneakers,Fashion,4553,3,12604,Bangalore,Online,Card,New,1055,4091
22-02-2026,14:31:16,Sunglasses,Accessories,2702,1,2322,Mumbai,Online,Cash,Returning,380,687
22-02-2026,13:04:07,Watch,Accessories,2144,5,10670,Delhi,Online,Card,New,50,2675
23-02-2026,19:05:44,Oil,Grocery,697,1,582,Mumbai,Offline,Cash,Returning,115,189
23-02-2026,21:19:50,Flour,Grocery,55,2,97,Mumbai,Online,Card,New,13,23
23-02-2026,19:31:05,Watch,Accessories,2083,4,6856,Hyderabad,Online,UPI,Returning,1476,2095
23-02-2026,21:51:45,Shirt,Fashion,4321,3,11312,Mumbai,Online,UPI,New,1651,4242
23-02-2026,13:08:22,Smartphone,Electronics,82820,4,281194,Hyderabad,Online,Cash,Returning,50086,61658
23-02-2026,21:25:52,Laptop,Electronics,98160,3,245357,Pune,Offline,UPI,Returning,49123,96842
23-02-2026,18:30:39,Flour,Grocery,123,2,226,Hyderabad,Online,UPI,Returning,20,87
23-02-2026,20:27:44,Laptop,Electronics,18727,4,73297,Delhi,Online,Cash,Returning,1611,15069
23-02-2026,21:34:47,Laptop,Electronics,91411,1,79443,Mumbai,Offline,UPI,Returning,11968,23429
23-02-2026,21:36:39,Keyboard,Electronics,21548,4,80046,Pune,Offline,Card,Returning,6146,16945
23-02-2026,21:23:30,Vegetables,Grocery,578,5,2810,Pune,Online,Cash,New,80,613
23-02-2026,13:12:07,Pizza,Food,417,2,791,Bangalore,Online,Card,New,43,222
23-02-2026,18:37:36,Burger,Food,244,1,205,Bangalore,Online,Card,Returning,39,53
24-02-2026,21:46:18,Sneakers,Fashion,1268,2,2093,Delhi,Online,Cash,Returning,443,695
24-02-2026,21:54:30,Keyboard,Electronics,21278,4,82114,Bangalore,Online,Cash,New,2998,18177
24-02-2026,20:15:15,TV,Electronics,66087,1,61066,Mumbai,Online,UPI,New,5021,16787
24-02-2026,19:30:35,Sandwich,Food,374,1,345,Hyderabad,Online,Card,New,29,109
24-02-2026,20:51:31,Sunglasses,Accessories,802,1,713,Delhi,Offline,UPI,New,89,170
24-02-2026,19:53:47,Jacket,Fashion,946,3,2390,Bangalore,Offline,UPI,Returning,448,498
24-02-2026,21:30:58,Rice,Grocery,338,4,1311,Pune,Online,UPI,New,41,335
24-02-2026,19:40:04,Jacket,Fashion,1890,5,7650,Delhi,Online,Card,New,1800,2945
24-02-2026,14:10:59,Flour,Grocery,811,1,671,Hyderabad,Offline,Card,New,140,259
25-02-2026,13:04:35,Flour,Grocery,100,1,88,Mumbai,Offline,UPI,Returning,12,19
25-02-2026,18:37:16,Smartphone,Electronics,52056,1,51242,Mumbai,Online,UPI,Returning,814,14024
25-02-2026,19:07:57,Smartphone,Electronics,22264,2,37119,Mumbai,Online,UPI,New,7409,13503
25-02-2026,21:30:04,Watch,Accessories,2020,4,7112,Bangalore,Offline,Cash,New,968,1850
25-02-2026,12:55:09,Milk,Grocery,818,4,2655,Pune,Online,Cash,New,617,535
25-02-2026,21:39:50,Backpack,Accessories,2390,3,6393,Mumbai,Online,Card,Returning,777,2104
25-02-2026,13:04:41,Burger,Food,298,3,822,Mumbai,Offline,Card,New,72,180
26-02-2026,12:34:02,Biryani,Food,376,3,1028,Mumbai,Offline,Card,New,100,247
26-02-2026,19:12:15,Jacket,Fashion,4460,1,4200,Delhi,Offline,Cash,New,260,1641
26-02-2026,20:14:31,Sunglasses,Accessories,556,3,1440,Pune,Offline,Card,Returning,228,378
26-02-2026,19:09:15,Laptop,Electronics,77345,5,358198,Bangalore,Online,Card,Returning,28527,75144
26-02-2026,14:52:16,Shirt,Fashion,4934,5,20442,Hyderabad,Offline,Card,New,4228,5151
26-02-2026,19:14:40,Vegetables,Grocery,744,3,1864,Mumbai,Online,Card,New,368,668
26-02-2026,13:59:59,T-shirt,Fashion,2040,5,8189,Bangalore,Online,Card,New,2011,2197
26-02-2026,14:15:55,Watch,Accessories,2235,2,4140,Hyderabad,Online,Cash,New,330,1500
26-02-2026,14:58:13,Shirt,Fashion,2640,5,11538,Pune,Online,Cash,New,1662,2808
26-02-2026,18:17:16,Jeans,Fashion,4951,2,8159,Delhi,Offline,UPI,New,1743,2400
26-02-2026,18:55:42,Shirt,Fashion,3203,1,2968,Pune,Online,Card,Returning,235,720
26-02-2026,21:13:37,Milk,Grocery,902,1,838,Mumbai,Offline,Cash,Returning,64,264
26-02-2026,12:47:07,Rice,Grocery,356,1,303,Hyderabad,Offline,UPI,New,53,115
27-02-2026,19:58:47,T-shirt,Fashion,1083,4,3544,Pune,Online,UPI,Returning,788,747
27-02-2026,14:45:00,Sandwich,Food,443,5,1809,Hyderabad,Offline,UPI,Returning,406,711
27-02-2026,13:10:38,Backpack,Accessories,612,5,2451,Mumbai,Offline,UPI,New,609,858
27-02-2026,18:20:09,Flour,Grocery,944,3,2430,Pune,Offline,UPI,New,402,744
27-02-2026,12:26:31,Burger,Food,183,2,341,Pune,Offline,UPI,Returning,25,131
27-02-2026,21:23:01,Wallet,Accessories,2555,2,4668,Delhi,Offline,UPI,Returning,442,1448
27-02-2026,20:48:46,Backpack,Accessories,2701,5,12799,Mumbai,Offline,Cash,Returning,706,3102
27-02-2026,19:50:20,Backpack,Accessories,1939,2,3287,Pune,Offline,UPI,Returning,591,1071
28-02-2026,12:36:47,Keyboard,Electronics,30958,4,117698,Delhi,Offline,UPI,Returning,6134,39158
28-02-2026,13:55:41,Jeans,Fashion,1573,1,1369,Mumbai,Online,Cash,Returning,204,454
28-02-2026,20:52:22,Wallet,Accessories,1521,4,5233,Mumbai,Offline,UPI,New,851,1311
28-02-2026,21:42:33,Biryani,Food,189,2,371,Hyderabad,Offline,Card,New,7,131
28-02-2026,18:26:16,Oil,Grocery,717,5,3473,Hyderabad,Online,Cash,Returning,112,905
28-02-2026,20:52:15,Sneakers,Fashion,4071,4,15828,Mumbai,Offline,Card,Returning,456,4413
28-02-2026,21:46:32,Headphones,Electronics,62507,1,61616,Delhi,Online,UPI,Returning,891,20092
28-02-2026,19:25:39,Watch,Accessories,2520,3,6246,Delhi,Offline,UPI,Returning,1314,1474
28-02-2026,18:57:18,Pasta,Food,109,2,178,Hyderabad,Offline,Card,New,40,59
28-02-2026,14:51:38,TV,Electronics,27611,5,119034,Delhi,Online,Card,Returning,19021,38209
28-02-2026,19:14:45,Shirt,Fashion,3238,2,6329,Bangalore,Online,UPI,New,147,1393
28-02-2026,14:41:28,Burger,Food,385,1,370,Delhi,Online,Card,New,15,75
01-03-2026,13:42:19,Backpack,Accessories,1871,3,4634,Hyderabad,Offline,Card,Returning,979,1170
01-03-2026,13:00:39,T-shirt,Fashion,1541,4,5108,Mumbai,Online,Card,New,1056,1055
01-03-2026,21:06:36,Shirt,Fashion,1220,2,2223,Bangalore,Online,Card,Returning,217,589
01-03-2026,18:46:45,Vegetables,Grocery,722,4,2812,Bangalore,Online,UPI,New,76,991
01-03-2026,14:39:56,Sandwich,Food,150,1,147,Bangalore,Offline,Card,New,3,55
02-03-2026,20:19:43,Watch,Accessories,2520,5,12538,Bangalore,Offline,Cash,Returning,62,2632
02-03-2026,12:50:56,Belt,Accessories,2837,1,2346,Delhi,Offline,Card,Returning,491,715
02-03-2026,13:51:53,Smartphone,Electronics,93164,4,345351,Mumbai,Online,Cash,New,27305,78517
02-03-2026,19:01:02,Sandwich,Food,491,1,473,Pune,Offline,UPI,New,18,186
02-03-2026,18:42:23,Wallet,Accessories,1738,2,3143,Pune,Online,UPI,Returning,333,991
02-03-2026,13:31:27,Belt,Accessories,2280,5,10305,Delhi,Offline,Card,New,1095,2257
02-03-2026,12:51:05,Smartphone,Electronics,18643,2,30389,Bangalore,Offline,UPI,New,6897,6375
02-03-2026,20:05:20,Sandwich,Food,257,1,218,Pune,Offline,UPI,New,39,59
02-03-2026,12:23:22,Backpack,Accessories,1749,4,6428,Pune,Online,Card,Returning,568,1901
02-03-2026,12:57:51,Sneakers,Fashion,2472,5,12097,Delhi,Online,Card,Returning,263,3673
02-03-2026,20:24:47,Burger,Food,475,5,2252,Delhi,Offline,UPI,New,123,821
02-03-2026,19:13:07,Keyboard,Electronics,42589,4,145251,Mumbai,Online,Cash,New,25105,51424
02-03-2026,14:40:11,Pizza,Food,165,4,563,Mumbai,Offline,UPI,New,97,178
02-03-2026,19:23:20,Jeans,Fashion,4748,5,21442,Delhi,Offline,UPI,New,2298,5258
02-03-2026,12:56:30,Burger,Food,453,2,886,Bangalore,Offline,UPI,Returning,20,232
03-03-2026,19:37:51,Shirt,Fashion,2455,3,6597,Hyderabad,Online,UPI,Returning,768,2476
03-03-2026,19:45:16,Rice,Grocery,440,3,1065,Hyderabad,Online,Cash,New,255,304
03-03-2026,12:06:38,Sneakers,Fashion,1099,3,3159,Mumbai,Online,UPI,Returning,138,664
03-03-2026,13:06:24,T-shirt,Fashion,1610,4,6148,Pune,Offline,Cash,Returning,292,2184
03-03-2026,19:33:03,Belt,Accessories,1251,2,2247,Hyderabad,Offline,Card,New,255,568
03-03-2026,12:04:13,Laptop,Electronics,67490,2,126233,Pune,Offline,UPI,Returning,8747,48951
03-03-2026,21:45:05,Watch,Accessories,1633,5,7369,Pune,Online,UPI,Returning,796,2629
03-03-2026,18:36:13,Vegetables,Grocery,205,3,528,Bangalore,Online,Card,New,87,130
03-03-2026,19:10:20,Oil,Grocery,251,1,211,Delhi,Online,Cash,New,40,60
03-03-2026,20:08:57,Laptop,Electronics,27996,2,54349,Mumbai,Offline,Card,New,1643,14271
03-03-2026,20:40:54,Smartphone,Electronics,89265,3,214238,Bangalore,Online,Cash,Returning,53557,53605
03-03-2026,18:38:30,Smartphone,Electronics,62708,3,169467,Hyderabad,Offline,Cash,Returning,18657,65727
03-03-2026,14:30:39,Keyboard,Electronics,15055,1,13973,Delhi,Offline,Card,New,1082,4800
03-03-2026,14:48:22,Pizza,Food,331,3,822,Hyderabad,Online,Cash,Returning,171,178
04-03-2026,13:58:22,Sunglasses,Accessories,2456,5,11420,Bangalore,Online,Card,Returning,860,3381
04-03-2026,21:10:03,Keyboard,Electronics,12577,1,10092,Mumbai,Offline,Cash,New,2485,3190
04-03-2026,14:42:27,Wallet,Accessories,1203,2,2281,Delhi,Offline,UPI,Returning,125,558
04-03-2026,19:19:28,Pasta,Food,208,4,799,Bangalore,Online,Cash,New,33,290
04-03-2026,19:18:21,Backpack,Accessories,1085,3,2821,Delhi,Offline,Cash,Returning,434,1118
04-03-2026,21:14:22,Laptop,Electronics,37084,4,130884,Pune,Online,UPI,New,17452,30133
04-03-2026,19:52:40,Watch,Accessories,252,5,1174,Hyderabad,Online,UPI,Returning,86,419
04-03-2026,12:47:38,Headphones,Electronics,47978,4,155435,Pune,Online,UPI,New,36477,55171
04-03-2026,19:46:47,Sunglasses,Accessories,1961,4,6923,Delhi,Offline,Card,New,921,2114
04-03-2026,20:49:07,Belt,Accessories,1445,2,2835,Bangalore,Offline,UPI,New,55,963
05-03-2026,14:23:28,Watch,Accessories,2309,5,10641,Mumbai,Online,Cash,New,904,4140
05-03-2026,21:49:20,Flour,Grocery,283,2,488,Pune,Offline,UPI,New,78,168
05-03-2026,13:27:57,Sandwich,Food,318,3,922,Delhi,Online,Cash,New,32,222
05-03-2026,13:24:09,Milk,Grocery,66,5,282,Pune,Online,Card,Returning,48,72
05-03-2026,12:32:04,Rice,Grocery,606,3,1536,Hyderabad,Offline,Cash,New,282,494
05-03-2026,12:15:07,Sandwich,Food,257,4,843,Bangalore,Offline,Card,Returning,185,297
05-03-2026,19:57:20,Laptop,Electronics,39276,2,74427,Delhi,Offline,Cash,Returning,4125,20355
05-03-2026,13:16:18,Jeans,Fashion,1514,4,4932,Bangalore,Online,Cash,New,1124,1286
05-03-2026,21:37:37,Smartphone,Electronics,22500,5,102572,Hyderabad,Online,Cash,Returning,9928,29950
05-03-2026,20:09:36,Wallet,Accessories,2597,3,7125,Delhi,Online,Cash,New,666,2193
05-03-2026,19:17:53,TV,Electronics,28663,5,138419,Bangalore,Offline,Cash,New,4896,30734
05-03-2026,13:51:27,Pizza,Food,378,2,721,Mumbai,Offline,Cash,New,35,177
06-03-2026,13:37:16,Laptop,Electronics,37456,2,72159,Hyderabad,Online,Cash,Returning,2753,22395
06-03-2026,12:55:46,Vegetables,Grocery,414,1,413,Hyderabad,Online,Cash,Returning,1,140
06-03-2026,19:01:12,Flour,Grocery,300,2,496,Delhi,Offline,Card,New,104,140
06-03-2026,18:34:05,Oil,Grocery,809,5,3398,Pune,Online,Card,New,647,1092
06-03-2026,20:26:11,Jeans,Fashion,2299,3,6249,Hyderabad,Offline,Card,New,648,1899
06-03-2026,18:56:18,Shirt,Fashion,700,3,1734,Pune,Online,UPI,New,366,524
06-03-2026,14:07:05,Milk,Grocery,163,4,587,Pune,Offline,Cash,Returning,65,182
06-03-2026,14:24:57,Smartphone,Electronics,16381,3,48146,Pune,Online,Cash,New,997,14374
06-03-2026,19:46:46,Rice,Grocery,687,5,3276,Mumbai,Online,UPI,New,159,822
06-03-2026,19:00:20,Burger,Food,290,2,476,Pune,Online,Cash,New,104,188
07-03-2026,14:23:09,Laptop,Electronics,74779,4,273754,Pune,Online,UPI,New,25362,71093
07-03-2026,20:34:35,Rice,Grocery,719,5,3465,Delhi,Online,Cash,New,130,1087
07-03-2026,20:27:09,Wallet,Accessories,2008,5,8740,Pune,Online,UPI,Returning,1300,3492
07-03-2026,19:50:53,Vegetables,Grocery,195,3,584,Mumbai,Online,UPI,New,1,217
07-03-2026,14:39:13,Vegetables,Grocery,884,5,3858,Bangalore,Online,Card,New,562,1266
07-03-2026,14:28:37,Biryani,Food,329,2,616,Delhi,Offline,UPI,Returning,42,201
07-03-2026,20:30:02,Backpack,Accessories,437,1,431,Mumbai,Online,Card,Returning,6,131
07-03-2026,18:05:47,Pasta,Food,233,1,209,Bangalore,Online,Card,New,24,49
08-03-2026,18:53:54,Keyboard,Electronics,71777,2,128713,Delhi,Online,Card,Returning,14841,39411
08-03-2026,14:31:16,Sandwich,Food,435,2,776,Hyderabad,Offline,UPI,Returning,94,240
08-03-2026,12:21:19,Keyboard,Electronics,52436,1,43495,Mumbai,Offline,Cash,New,8941,13997
08-03-2026,20:06:51,Wallet,Accessories,890,5,4212,Bangalore,Online,UPI,Returning,238,1496
08-03-2026,19:51:58,Keyboard,Electronics,63347,4,217348,Bangalore,Online,UPI,Returning,36040,70324
08-03-2026,21:58:38,TV,Electronics,44536,3,119117,Hyderabad,Online,Cash,New,14491,41079
08-03-2026,13:32:57,TV,Electronics,41979,1,38282,Hyderabad,Offline,Card,New,3697,8071
08-03-2026,14:59:43,Laptop,Electronics,23275,4,81907,Bangalore,Offline,Cash,Returning,11193,19765
08-03-2026,18:47:03,Wallet,Accessories,1030,4,3410,Mumbai,Offline,Card,New,710,880
08-03-2026,19:54:46,Sunglasses,Accessories,584,3,1465,Mumbai,Offline,UPI,Returning,287,481
08-03-2026,13:24:08,Jeans,Fashion,3133,5,12971,Delhi,Offline,Cash,Returning,2694,4367
08-03-2026,20:20:39,Watch,Accessories,1825,4,7074,Pune,Online,UPI,Returning,226,1975
08-03-2026,21:55:21,Watch,Accessories,2002,5,9754,Mumbai,Online,Cash,New,256,2218
08-03-2026,20:15:21,Wallet,Accessories,820,2,1495,Pune,Offline,Card,New,145,498
09-03-2026,20:56:00,Pasta,Food,322,1,270,Pune,Offline,Cash,New,52,88
09-03-2026,18:47:58,Biryani,Food,137,2,266,Pune,Online,Cash,New,8,61
09-03-2026,13:02:18,Sneakers,Fashion,4589,4,18091,Bangalore,Offline,UPI,New,265,5800
09-03-2026,13:52:15,Sandwich,Food,137,1,123,Mumbai,Online,Cash,New,14,36
09-03-2026,19:27:33,Biryani,Food,475,2,843,Bangalore,Online,UPI,Returning,107,332
09-03-2026,19:45:00,Sunglasses,Accessories,2560,4,8988,Hyderabad,Online,Cash,Returning,1252,2051
09-03-2026,19:16:49,Sandwich,Food,139,1,116,Mumbai,Online,Card,Returning,23,41
09-03-2026,20:25:43,Jeans,Fashion,4526,3,11642,Bangalore,Online,UPI,Returning,1936,2472
09-03-2026,18:59:21,Keyboard,Electronics,26512,4,90656,Pune,Online,UPI,Returning,15392,29298
09-03-2026,19:16:24,Shirt,Fashion,2651,3,6806,Delhi,Offline,Cash,Returning,1147,2417
09-03-2026,13:23:57,Sneakers,Fashion,2947,2,4999,Pune,Offline,UPI,Returning,895,1165
09-03-2026,19:12:47,Sunglasses,Accessories,2972,4,10310,Pune,Online,UPI,New,1578,3797
09-03-2026,19:57:51,Jeans,Fashion,4764,5,20313,Hyderabad,Online,Card,Returning,3507,5020
10-03-2026,19:46:11,Jacket,Fashion,2573,1,2280,Hyderabad,Online,Cash,Returning,293,571
10-03-2026,19:51:14,Sandwich,Food,271,2,460,Hyderabad,Online,Cash,Returning,82,140
10-03-2026,21:26:58,Jeans,Fashion,1016,1,841,Hyderabad,Online,UPI,New,175,273
10-03-2026,19:07:58,Keyboard,Electronics,74440,4,261952,Delhi,Online,Cash,New,35808,102917
10-03-2026,18:36:44,Backpack,Accessories,558,2,935,Bangalore,Online,Cash,Returning,181,207
10-03-2026,12:59:44,TV,Electronics,99832,2,178012,Hyderabad,Offline,Card,Returning,21652,61632
10-03-2026,12:20:50,Burger,Food,159,5,767,Bangalore,Online,UPI,Returning,28,158
10-03-2026,18:03:41,Burger,Food,399,1,380,Pune,Online,UPI,Returning,19,146
10-03-2026,18:38:48,Milk,Grocery,858,3,2421,Bangalore,Offline,UPI,Returning,153,541
11-03-2026,20:54:36,Burger,Food,245,3,730,Mumbai,Offline,UPI,Returning,5,259
11-03-2026,14:38:52,Belt,Accessories,1920,1,1778,Pune,Online,Card,New,142,569
11-03-2026,20:19:36,Oil,Grocery,110,4,374,Pune,Online,Cash,New,66,82
11-03-2026,21:47:25,Jeans,Fashion,3201,3,8528,Mumbai,Offline,Card,New,1075,3333
11-03-2026,19:26:16,Laptop,Electronics,26533,4,104532,Delhi,Offline,Cash,New,1600,35820
11-03-2026,13:50:42,Sneakers,Fashion,2890,1,2753,Mumbai,Online,UPI,Returning,137,773
11-03-2026,18:42:55,Flour,Grocery,414,3,1180,Hyderabad,Online,UPI,New,62,306
11-03-2026,13:49:29,Laptop,Electronics,94137,1,77202,Delhi,Offline,Card,New,16935,17035
12-03-2026,20:01:42,Laptop,Electronics,41655,5,182418,Delhi,Offline,Cash,New,25857,63197
12-03-2026,21:57:56,Vegetables,Grocery,371,3,917,Hyderabad,Offline,UPI,Returning,196,185
12-03-2026,12:02:38,Backpack,Accessories,888,3,2353,Pune,Online,Card,Returning,311,683
12-03-2026,21:09:32,T-shirt,Fashion,2413,2,4316,Mumbai,Online,Cash,New,510,1712
12-03-2026,12:15:35,Sunglasses,Accessories,2614,1,2410,Mumbai,Offline,Card,New,204,802
12-03-2026,18:02:22,Sunglasses,Accessories,2882,4,9866,Pune,Offline,Cash,Returning,1662,3823
13-03-2026,14:04:17,Sandwich,Food,328,5,1464,Delhi,Offline,UPI,Returning,176,419
13-03-2026,20:03:08,TV,Electronics,25364,3,75573,Mumbai,Online,Card,Returning,519,16593
13-03-2026,21:12:00,Sandwich,Food,391,5,1615,Pune,Offline,Cash,Returning,340,560
13-03-2026,12:11:51,Headphones,Electronics,54164,2,105873,Delhi,Online,Cash,New,2455,35394
13-03-2026,13:42:39,Wallet,Accessories,2831,1,2358,Mumbai,Online,UPI,New,473,578
13-03-2026,12:27:35,Milk,Grocery,527,2,932,Hyderabad,Online,Cash,New,122,256
13-03-2026,12:58:09,Flour,Grocery,328,1,292,Mumbai,Online,Cash,New,36,92
13-03-2026,19:00:26,Headphones,Electronics,94356,5,440621,Pune,Offline,Card,New,31159,98996
13-03-2026,19:59:15,Wallet,Accessories,1364,4,5085,Hyderabad,Offline,UPI,Returning,371,1369
13-03-2026,20:31:28,TV,Electronics,44047,4,156684,Hyderabad,Offline,Cash,Returning,19504,58851
13-03-2026,14:50:11,Laptop,Electronics,45256,2,80664,Pune,Offline,Card,New,9848,27499
13-03-2026,12:30:25,Shirt,Fashion,4074,3,11221,Delhi,Offline,Cash,Returning,1001,2320
13-03-2026,12:40:55,Sunglasses,Accessories,2995,2,5389,Mumbai,Online,Card,New,601,2026
13-03-2026,19:35:41,Pasta,Food,217,5,928,Pune,Online,UPI,New,157,263
14-03-2026,21:37:36,Rice,Grocery,70,1,66,Pune,Online,Cash,Returning,4,19
14-03-2026,12:06:26,Pasta,Food,323,3,906,Bangalore,Online,Cash,Returning,63,302
14-03-2026,13:40:34,Vegetables,Grocery,721,3,1905,Hyderabad,Online,Card,New,258,560
14-03-2026,19:06:57,Belt,Accessories,2705,2,4934,Bangalore,Online,Cash,New,476,1453
14-03-2026,21:17:55,Pizza,Food,299,4,1112,Hyderabad,Offline,Card,Returning,84,371
14-03-2026,14:28:05,Smartphone,Electronics,88270,4,342857,Mumbai,Offline,Cash,New,10223,71527
14-03-2026,19:31:01,Milk,Grocery,731,1,615,Mumbai,Offline,UPI,New,116,150
15-03-2026,13:16:31,Milk,Grocery,723,1,711,Delhi,Offline,Card,New,12,144
15-03-2026,18:35:34,T-shirt,Fashion,1385,5,5701,Bangalore,Offline,Cash,Returning,1224,1700
15-03-2026,14:49:42,Sunglasses,Accessories,2379,3,6038,Bangalore,Online,Cash,Returning,1099,1285
15-03-2026,18:38:24,Oil,Grocery,912,1,758,Mumbai,Online,UPI,New,154,170
15-03-2026,18:43:56,Jeans,Fashion,4232,5,17596,Mumbai,Online,UPI,New,3564,4940
15-03-2026,14:42:37,Pasta,Food,212,5,1024,Bangalore,Online,UPI,Returning,36,262
15-03-2026,21:39:26,Jacket,Fashion,4412,4,15837,Bangalore,Offline,Card,Returning,1811,3926
15-03-2026,21:33:42,Vegetables,Grocery,138,3,391,Mumbai,Online,Card,New,23,152
15-03-2026,13:09:03,Burger,Food,320,2,576,Hyderabad,Online,UPI,New,64,194
15-03-2026,21:43:15,Keyboard,Electronics,59761,3,159599,Mumbai,Offline,Cash,Returning,19684,37143
15-03-2026,12:55:12,Sunglasses,Accessories,2366,4,8581,Hyderabad,Online,UPI,Returning,883,3280
15-03-2026,19:40:29,Biryani,Food,330,5,1342,Mumbai,Offline,Cash,New,308,327
15-03-2026,13:13:46,Sunglasses,Accessories,1336,5,5526,Bangalore,Offline,Card,Returning,1154,1588
15-03-2026,14:48:45,Pizza,Food,340,4,1211,Hyderabad,Offline,UPI,New,149,318
16-03-2026,21:11:17,Belt,Accessories,2109,1,2070,Pune,Online,Cash,Returning,39,471
16-03-2026,14:48:11,Flour,Grocery,363,2,665,Pune,Offline,Cash,New,61,187
16-03-2026,14:29:22,Biryani,Food,136,1,128,Bangalore,Online,Card,Returning,8,40
16-03-2026,19:38:24,TV,Electronics,83208,5,411485,Pune,Offline,Card,New,4555,159435
16-03-2026,20:56:29,T-shirt,Fashion,2791,1,2641,Delhi,Offline,Cash,Returning,150,646
16-03-2026,13:18:58,Oil,Grocery,788,4,2848,Delhi,Offline,Cash,New,304,758
16-03-2026,13:05:25,Milk,Grocery,986,3,2533,Mumbai,Online,Cash,New,425,635
16-03-2026,12:05:56,Sandwich,Food,293,1,291,Delhi,Offline,UPI,Returning,2,113
16-03-2026,20:45:49,Flour,Grocery,456,4,1566,Hyderabad,Online,Card,Returning,258,440
16-03-2026,18:28:54,Sunglasses,Accessories,1653,3,4851,Hyderabad,Offline,UPI,Returning,108,1756
16-03-2026,21:33:38,Rice,Grocery,292,3,848,Hyderabad,Offline,UPI,Returning,28,278
16-03-2026,13:45:24,Oil,Grocery,577,4,1854,Mumbai,Online,Cash,Returning,454,458
16-03-2026,14:04:23,Smartphone,Electronics,78910,1,75965,Hyderabad,Online,Cash,Returning,2945,27842
17-03-2026,14:25:15,Oil,Grocery,542,1,513,Delhi,Online,Card,New,29,203
17-03-2026,18:42:47,Laptop,Electronics,49082,5,204821,Hyderabad,Online,Cash,New,40589,81309
17-03-2026,21:34:54,Sneakers,Fashion,946,2,1692,Bangalore,Online,Card,New,200,390
17-03-2026,20:57:14,Keyboard,Electronics,25624,2,48780,Hyderabad,Online,UPI,Returning,2468,18649
17-03-2026,21:18:38,Sunglasses,Accessories,1959,1,1915,Hyderabad,Online,Card,Returning,44,584
17-03-2026,14:38:35,Jacket,Fashion,1574,1,1327,Bangalore,Online,Card,Returning,247,383
17-03-2026,21:27:47,Jacket,Fashion,1819,1,1782,Delhi,Offline,Cash,Returning,37,419
18-03-2026,12:43:15,Sandwich,Food,392,4,1482,Mumbai,Offline,Cash,Returning,86,393
18-03-2026,21:17:23,Vegetables,Grocery,547,3,1431,Delhi,Offline,Cash,New,210,399
18-03-2026,19:06:23,Smartphone,Electronics,99064,5,451147,Pune,Offline,Card,Returning,44173,155102
18-03-2026,19:17:19,Vegetables,Grocery,256,4,873,Bangalore,Offline,UPI,New,151,219
18-03-2026,13:45:22,Belt,Accessories,1127,1,1093,Mumbai,Online,UPI,New,34,278
18-03-2026,19:43:40,Vegetables,Grocery,387,2,717,Hyderabad,Offline,Card,Returning,57,153
18-03-2026,19:36:45,Wallet,Accessories,1881,3,5591,Pune,Offline,Card,New,52,2006
18-03-2026,14:15:25,Oil,Grocery,453,5,2124,Delhi,Online,Cash,New,141,774
18-03-2026,12:40:53,Flour,Grocery,238,1,227,Bangalore,Online,UPI,New,11,76
18-03-2026,14:51:27,Pasta,Food,201,4,769,Delhi,Online,Cash,Returning,35,254
18-03-2026,21:24:57,Vegetables,Grocery,864,4,3091,Bangalore,Online,Cash,New,365,1069
18-03-2026,19:27:28,Burger,Food,204,2,383,Hyderabad,Online,UPI,New,25,95
18-03-2026,13:23:15,Sneakers,Fashion,3901,3,10876,Mumbai,Online,UPI,Returning,827,2333
19-03-2026,12:12:13,Watch,Accessories,545,5,2656,Bangalore,Online,UPI,New,69,807
19-03-2026,20:58:48,Keyboard,Electronics,18639,4,67656,Hyderabad,Online,Cash,New,6900,14263
19-03-2026,18:43:02,Biryani,Food,276,1,246,Delhi,Online,Cash,New,30,51
19-03-2026,12:38:47,Flour,Grocery,202,5,893,Hyderabad,Offline,Cash,Returning,117,259
